ESTU_NACIONALIDAD;ESTU_GENERO;ESTU_FECHANACIMIENTO;ESTU_ESTUDIANTE;ESTU_PAIS_RESIDE;ESTU_DEPTO_RESIDE;ESTU_MCPIO_RESIDE;ESTU_ESTADOCIVIL;ESTU_TITULOOBTENIDOBACHILLER;ESTU_ANO_EXAMENESTADO_SB11;ESTU_SEMESTRE_EXAMENESTADOSB11;ESTU_PORCENTAJECREDITOSAPROB;ESTU_VALORMATRICULAUNIVERSIDAD;ESTU_TOMO_CURSOPREPARACION;ESTU_SIMULACROTIPOICFES;ESTU_ACTIVIDADREFUERZOAREAS;ESTU_ACTIVIDADREFUERZOGENERIC;ESTU_SEMESTRECURSA;FAMI_HOGARACTUAL;FAMI_CABEZAFAMILIA;FAMI_NUMPERSONASACARGO;FAMI_EDUCACIONPADRE;FAMI_EDUCACIONMADRE;FAMI_OCUPACIONPADRE;FAMI_OCUPACIONMADRE;FAMI_ESTRATOVIVIENDA;FAMI_NIVEL_SISBEN;FAMI_PERSONASHOGAR;FAMI_CUARTOSHOGAR;FAMI_PISOS_HOGAR;FAMI_TIENEINTERNET;FAMI_TIENE_SERVICIOTV;FAMI_TIENECOMPUTADOR;FAMI_TIENELAVADORA;FAMI_TIENE_MICROONDAS;FAMI_TIENE_HORNO;FAMI_TIENEAUTOMOVIL;FAMI_TIENE_DVD;FAMI_TIENE_NEVERA;FAMI_TIENE_CELULAR;FAMI_TELEFONO;FAMI_INGRESO_FMILIAR_MENSUAL;ESTU_TRABAJA_ACTUALMENTE;INST_NOMBRE_INSTITUCION;ESTU_PRGM_ACADEMICO;GRUPOREFERENCIA;ESTU_PRGM_MUNICIPIO;ESTU_PRGM_DEPARTAMENTO;ESTU_NIVEL_PRGM_ACADEMICO;ESTU_METODO_PRGM;ESTU_NUCLEO_PREGRADO;ESTU_INST_MUNICIPIO;ESTU_INST_DEPARTAMENTO;INST_CARACTER_ACADEMICO;INST_ORIGEN;ESTU_MCPIO_PRESENTACION;ESTU_DEPTO_PRESENTACION;ESTU_COD_DEPTO_PRESENTACION;MOD_RAZONA_CUANTITAT_PUNT;MOD_RAZONA_CUANTITATIVO_PNAL;MOD_RAZONA_CUANTITATIVO_PGREF;MOD_LECTURA_CRITICA_PUNT;MOD_LECTURA_CRITICA_PNAL;MOD_LECTURA_CRITICA_PGREF;MOD_COMPETEN_CIUDADA_PUNT;MOD_COMPETEN_CIUDADA_PNAL;MOD_COMPETEN_CIUDADA_PGREF;MOD_INGLES_PUNT;MOD_INGLES_DESEM;MOD_INGLES_PNAL;MOD_INGLES_PGREF;MOD_COMUNI_ESCRITA_PUNT;MOD_COMUNI_ESCRITA_DESEM;MOD_COMUNI_ESCRITA_PNAL;MOD_COMUNI_ESCRITA_PGREF;PUNT_GLOBAL;PERCENTIL_GLOBAL;ESTU_INSE_INDIVIDUAL
COLOMBIA;F;22/09/1996;ESTUDIANTE;COLOMBIA;BOGOTA;BOGOTµ, D.C.;Uni¢n libre;Bachiller acadÇmico;2013;Primer semestre;No sigue el sistema de crÇditos;No pag¢ matr°cula;No;No;No;No;4;Es habitual o permanente;No;Una;Primaria incompleta;Primaria completa;Empleado obrero u operario;Empleado obrero u operario;Estrato 2;Nivel 1;Doce o m†s;Cinco;Cemento, gravilla, ladrillo;No;Si;No;Si;No;Si;No;No;Si;Si;Si;Entre 2 y menos de 3 SMLV;Si, para adquirir experiencia y/o recursos para sus gastos personales;SERVICIO NACIONAL DE APRENDIZAJE-SENA;TECNOLOG÷A EN CONTABILIDAD Y FINANZAS;TECNOLOGICO EN ADMINISTRACI‡N Y TURISMO;BOGOTµ, D.C.;BOGOTA;TECNOLOG÷A;DISTANCIA;CONTADURIA PUBLICA;BOGOTµ, D.C.;BOGOTA;INSTITUCI‡N TECNOL‡GICA;OFICIAL NACIONAL;BOGOTµ, D.C.;BOGOTA;11;64;4;4;93;37;37;101;51;49;79;-A1;16;16;120;3;84;83;91;28;39.36491
COLOMBIA;M;07/12/1993;ESTUDIANTE;COLOMBIA;BOLIVAR;CARTAGENA DE INDIAS;Soltero;Bachiller acadÇmico;2010;Segundo semestre;M†s del 90%;Entre 1 mill¢n y menos de 3 millones;Si;No;Si;No;6;Es habitual o permanente;No;Ninguna;TÇcnica o tecnol¢gica completa;TÇcnica o tecnol¢gica completa;Empleado de nivel tÇcnico o profesional;Empleado de nivel tÇcnico o profesional;Estrato 3;No est† clasificada por el SISBEN;Tres;Tres;Madera pulida, baldosa, tableta, m†rmol, alfombra;Si;Si;Si;Si;Si;Si;No;No;Si;Si;No;Entre 2 y menos de 3 SMLV;Si, pr†ctica obligatoria del programa de estudios;FUNDACION UNIVERSITARIA TECNOLOGICO COMFENALCO - CARTAGENA      -CARTAGENA;TECNOLOGIA EN SEGURIDAD E HIGIENE OCUPACIONAL;TECNOLOGICO EN SALUD;CARTAGENA DE INDIAS;BOLIVAR;TECNOLOG÷A;PRESENCIAL;INGENIERIA INDUSTRIAL Y AFINES;CARTAGENA DE INDIAS;BOLIVAR;INSTITUCI‡N UNIVERSITARIA;NO OFICIAL - FUNDACI‡N;CARTAGENA DE INDIAS;BOLIVAR;13;122;86;80;99;49;48;121;85;84;152;B2;99;99;75;1;12;15;114;84;54.963627
COLOMBIA;M;29/11/1986;ESTUDIANTE;COLOMBIA;BOGOTA;BOGOTµ, D.C.;Soltero;Bachiller acadÇmico;2006;Segundo semestre;Entre el 81% y el 90%;Entre 1 mill¢n y menos de 3 millones;No;No;No;No;5;Es habitual o permanente;No;Ninguna;Secundaria (Bachillerato) completa;Primaria completa;Directivo;Trabajador por cuenta propia;Estrato 2;Nivel 1;Cuatro;Dos;Madera pulida, baldosa, tableta, m†rmol, alfombra;Si;Si;Si;Si;Si;No;No;Si;Si;Si;Si;Menos de 1 SMLV;Si, pr†ctica obligatoria del programa de estudios;FUNDACION PARA LA EDUCACION SUPERIOR SAN MATEO FUNDACION SAN MATEO-BOGOTµ D.C.;TECNICA PROFESIONAL EN INSTALACION DE REDES DE TELECOMUNICACIONES;TECNICO EN TIC;BOGOTµ, D.C.;BOGOTA;TêCNICO PROFESIONAL;PRESENCIAL;INGENIERIA ELECTRONICA, TELECOMUNICACIONES Y AFINES;BOGOTµ, D.C.;BOGOTA;TêCNICA PROFESIONAL;NO OFICIAL - FUNDACI‡N;BOGOTµ, D.C.;BOGOTA;11;95;41;28;90;32;26;72;9;9;116;A2;80;67;101;2;47;50;95;38;58.927868
COLOMBIA;F;12/05/1992;ESTUDIANTE;COLOMBIA;BOLIVAR;CARTAGENA DE INDIAS;Soltero;Bachiller acadÇmico;2008;Segundo semestre;M†s del 90%;No pag¢ matr°cula;Si;No;Si;No;3;Es habitual o permanente;No;Ninguna;Primaria completa;Primaria incompleta;Trabajador por cuenta propia;Hogar;Estrato 1;Nivel 1;Siete;Tres;Cemento, gravilla, ladrillo;No;Si;No;Si;No;Si;No;Si;Si;Si;No;Entre 1 y menos de 2 SMLV;No;SERVICIO NACIONAL DE APRENDIZAJE-SENA;TECNOLOG÷A EN GESTI‡N COMERCIAL DE SERVICIOS;TECNOLOGICO EN ADMINISTRACI‡N Y TURISMO;CARTAGENA DE INDIAS;BOLIVAR;TECNOLOG÷A;PRESENCIAL;ADMINISTRACION;BOGOTµ, D.C.;BOGOTA;INSTITUCI‡N TECNOL‡GICA;OFICIAL NACIONAL;CARTAGENA DE INDIAS;BOLIVAR;13;90;32;34;93;37;37;131;95;95;80;-A1;17;17;121;4;86;85;103;60;38.046116
COLOMBIA;F;09/06/1993;ESTUDIANTE;COLOMBIA;CAUCA;POPAYµN;Soltero;Bachiller acadÇmico;2013;Primer semestre;No sigue el sistema de crÇditos;No pag¢ matr°cula;No;No;No;No;3;Es habitual o permanente;Si;Una;Secundaria (Bachillerato) completa;Primaria incompleta;Trabajador por cuenta propia;Trabajador por cuenta propia;Estrato 2;Nivel 1;Ocho;Tres;Cemento, gravilla, ladrillo;No;Si;No;No;No;No;No;No;Si;Si;Si;Menos de 1 SMLV;No;SERVICIO NACIONAL DE APRENDIZAJE-SENA;TECNOLOGIA EN FORMULACION DE PROYECTOS;TECNOLOGICO EN ADMINISTRACI‡N Y TURISMO;POPAYµN;CAUCA;TECNOLOG÷A;DISTANCIA;ADMINISTRACION;BOGOTµ, D.C.;BOGOTA;INSTITUCI‡N TECNOL‡GICA;OFICIAL NACIONAL;POPAYµN;CAUCA;19;121;85;87;134;96;96;101;51;49;86;A1;27;28;112;3;70;68;111;78;37.497463
COLOMBIA;M;11/03/1991;ESTUDIANTE;COLOMBIA;RISARALDA;PEREIRA;Soltero;Bachiller acadÇmico;2007;Segundo semestre;No sigue el sistema de crÇditos;No pag¢ matr°cula;No;No;No;No;;Es habitual o permanente;Si;Una;TÇcnica o tecnol¢gica incompleta;Secundaria (Bachillerato) completa;Empleado de nivel tÇcnico o profesional;Profesional independiente;Estrato 2;Nivel 2;Tres;Tres;Cemento, gravilla, ladrillo;Si;No;Si;Si;No;No;No;Si;Si;Si;Si;Entre 1 y menos de 2 SMLV;Si, para contribuir a pagar su matr°cula y/o los gastos del hogar;SERVICIO NACIONAL DE APRENDIZAJE-SENA;TECNOLOG÷A EN MANTENIMIENTO MECATR‡NICO DE AUTOMOTORES;TECNOLOGICO EN INGENIER÷A, INDUSTRIA Y MINAS;DOSQUEBRADAS;RISARALDA;TECNOLOG÷A;DISTANCIA;INGENIERIA MECANICA Y AFINES;BOGOTµ, D.C.;BOGOTA;INSTITUCI‡N TECNOL‡GICA;OFICIAL NACIONAL;PEREIRA;RISARALDA;66;101;52;43;97;45;44;94;38;38;94;A1;43;42;106;3;59;63;98;46;52.117661
COLOMBIA;M;15/03/1977;ESTUDIANTE;COLOMBIA;BOGOTA;BOGOTµ, D.C.;Casado;Bachiller acadÇmico;1996;Segundo semestre;Entre el 81% y el 90%;Entre 1 mill¢n y menos de 3 millones;No;No;No;No;9;Es habitual o permanente;Si;Ninguna;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Empleado de nivel auxiliar o administrativo;Hogar;Estrato 1;No est† clasificada por el SISBEN;Dos;Uno;Madera pulida, baldosa, tableta, m†rmol, alfombra;Si;Si;Si;Si;No;Si;No;Si;Si;Si;Si;Entre 1 y menos de 2 SMLV;Si, para contribuir a pagar su matr°cula y/o los gastos del hogar;CORPORACION UNIFICADA NACIONAL DE EDUCACION SUPERIOR-CUN-BOGOTµ D.C.;TECNOLOGIA EN GESTION DE LA COMUNICACION EN MEDIOS Y ORGANIZACIONES;TECNOLOGICO EN ARTES - DISE•O - COMUNICACI‡N;BOGOTµ, D.C.;BOGOTA;TECNOLOG÷A;PRESENCIAL;COMUNICACI‡N SOCIAL, PERIODISMO Y AFINES;BOGOTµ, D.C.;BOGOTA;TêCNICA PROFESIONAL;NO OFICIAL - CORPORACI‡N;BOGOTµ, D.C.;BOGOTA;11;105;59;56;122;86;79;142;99;98;116;A2;80;63;122;4;88;84;121;92;60.793274
COLOMBIA;M;13/07/1996;ESTUDIANTE;COLOMBIA;BOGOTA;BOGOTµ, D.C.;Soltero;Bachiller acadÇmico;2003;Segundo semestre;No sigue el sistema de crÇditos;No pag¢ matr°cula;No;No;No;No;1;Es habitual o permanente;No;Ninguna;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) incompleta;Peque§o empresario;Profesional independiente;Estrato 3;Nivel 1;Cuatro;Dos;Madera pulida, baldosa, tableta, m†rmol, alfombra;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;Si;Entre 2 y menos de 3 SMLV;Si, para contribuir a pagar su matr°cula y/o los gastos del hogar;SERVICIO NACIONAL DE APRENDIZAJE-SENA;TECNOLOG÷A EN CONTABILIDAD Y FINANZAS;TECNOLOGICO EN ADMINISTRACI‡N Y TURISMO;BOGOTµ, D.C.;BOGOTA;TECNOLOG÷A;DISTANCIA;CONTADURIA PUBLICA;BOGOTµ, D.C.;BOGOTA;INSTITUCI‡N TECNOL‡GICA;OFICIAL NACIONAL;BOGOTµ, D.C.;BOGOTA;11;110;68;71;109;68;68;111;70;69;119;A2;83;85;114;3;75;74;113;82;56.627407
COLOMBIA;F;10/11/1997;ESTUDIANTE;COLOMBIA;BOGOTA;BOGOTµ, D.C.;Soltero;Bachiller acadÇmico;2013;Segundo semestre;M†s del 90%;Entre 1 mill¢n y menos de 3 millones;No;No;No;No;5;Es temporal por razones de estudio u otra raz¢n;No;Ninguna;Primaria incompleta;Postgrado;Otra actividad u ocupaci¢n;Pensionado;Estrato 3;Nivel 3;Cinco;Cinco;M†rmol, madera pulida, alfombra, tapete pared a pared;Si;No;Si;No;No;No;No;No;Si;Si;Si;Entre 3 y menos de 5 SMLV;No;UNIVERSIDAD ECCI-BOGOTµ D.C.;TECNOLOGIA EN DESARROLLO AMBIENTAL;TECNOLOGICO EN INGENIER÷A, INDUSTRIA Y MINAS;BOGOTµ, D.C.;BOGOTA;TECNOLOG÷A;PRESENCIAL;INGENIERIA AMBIENTAL, SANITARIA Y AFINES;BOGOTµ, D.C.;BOGOTA;UNIVERSIDAD;NO OFICIAL - CORPORACI‡N;BOGOTµ, D.C.;BOGOTA;11;116;78;70;123;87;86;120;84;83;136;B1;95;94;102;2;48;52;119;90;51.80117
COLOMBIA;M;02/01/1992;ESTUDIANTE;COLOMBIA;ANTIOQUIA;MARINILLA;Soltero;Bachiller tÇcnico;2008;Segundo semestre;Entre el 76% y el 80%;Entre 1 mill¢n y menos de 3 millones;No;No;No;No;5;Es habitual o permanente;No;Ninguna;Primaria completa;Primaria completa;Directivo;Hogar;Estrato 3;Nivel 3;Tres;Tres;Madera pulida, baldosa, tableta, m†rmol, alfombra;Si;Si;Si;Si;No;Si;No;Si;Si;Si;Si;Entre 2 y menos de 3 SMLV;Si, para adquirir experiencia y/o recursos para sus gastos personales;POLITECNICO COLOMBIANOJAIME ISAZA CADAVID-MEDELLIN;TECNOLOG÷A EN ENTRENAMIENTO DEPORTIVO;RECREACI‡N Y DEPORTES TYT;RIONEGRO;ANTIOQUIA;TECNOLOG÷A;PRESENCIAL;DEPORTES, EDUCACION FISICA Y RECREACION;MEDELL÷N;ANTIOQUIA;INSTITUCI‡N UNIVERSITARIA;OFICIAL DEPARTAMENTAL;RIONEGRO;ANTIOQUIA;5;105;59;61;109;68;72;87;26;31;91;A1;37;38;93;2;32;35;97;44;56.870823
COLOMBIA;F;17/09/1995;ESTUDIANTE;COLOMBIA;CESAR;SAN ALBERTO;Soltero;Bachiller acadÇmico;2012;Segundo semestre;No sigue el sistema de crÇditos;Entre 500 mil y menos de 1 mill¢n;No;No;No;No;6;Es habitual o permanente;No;Ninguna;Primaria incompleta;Primaria incompleta;Empleado de nivel auxiliar o administrativo;Hogar;Vive en una zona rural donde no hay estratificaci¢n socioecon¢mica;Nivel 1;Cuatro;Dos;Madera pulida, baldosa, tableta, m†rmol, alfombra;No;No;No;Si;No;No;No;Si;No;Si;No;Entre 1 y menos de 2 SMLV;No;UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA;TECNOLOG÷A AGROINDUSTRIAL (POR CICLOS);TECNOLOGICO EN CIENCIAS AGROPECUARIAS;BUCARAMANGA;SANTANDER;TECNOLOG÷A;DISTANCIA;AGRONOMIA;BUCARAMANGA;SANTANDER;UNIVERSIDAD;OFICIAL DEPARTAMENTAL;BUCARAMANGA;SANTANDER;68;100;50;63;94;39;51;94;38;50;104;A2;63;77;114;3;75;82;101;55;38.16716
COLOMBIA;M;09/11/1998;ESTUDIANTE;COLOMBIA;CALDAS;VICTORIA;Soltero;Bachiller acadÇmico;2015;Segundo semestre;M†s del 90%;No pag¢ matr°cula;No;No;No;No;4;Es habitual o permanente;No;Ninguna;Primaria incompleta;Primaria completa;Peque§o empresario;Hogar;Estrato 1;Nivel 1;Cinco;Tres;Cemento, gravilla, ladrillo;No;No;No;No;No;No;No;No;Si;Si;No;Menos de 1 SMLV;No;UNIVERSIDAD DE CALDAS-MANIZALES;TECNICA PROFESIONAL EN FORMULACI‡N E IMPLEMENTACI‡N DE PROYECTOS AGROPECUARIOS;TECNICO EN CIENCIAS AGROPECUARIAS;MANIZALES;CALDAS;TêCNICO PROFESIONAL;PRESENCIAL;ADMINISTRACION;MANIZALES;CALDAS;UNIVERSIDAD;OFICIAL NACIONAL;LA DORADA;CALDAS;17;77;14;27;118;82;92;79;16;31;81;-A1;19;31;85;2;23;30;88;22;29.771442
COLOMBIA;F;30/05/1994;ESTUDIANTE;COLOMBIA;CESAR;PELAYA;Soltero;Bachiller acadÇmico;2012;Segundo semestre;M†s del 90%;Entre 1 mill¢n y menos de 3 millones;No;No;No;No;6;Es habitual o permanente;No;Ninguna;Ninguno;Primaria incompleta;Profesional independiente;Hogar;Estrato 1;Nivel 1;Tres;Dos;Cemento, gravilla, ladrillo;Si;Si;No;Si;No;No;No;No;Si;Si;No;Entre 1 y menos de 2 SMLV;No;UNIVERSIDAD DEL MAGDALENA - UNIMAGDALENA-SANTA MARTA;TECNOLOGIA EN REGENCIA DE FARMACIA;TECNOLOGICO EN SALUD;SANTA MARTA;MAGDALENA;TECNOLOG÷A;DISTANCIA;OPTOMETRIA, OTROS PROGRAMAS DE CIENCIAS DE LA SALUD;SANTA MARTA;MAGDALENA;UNIVERSIDAD;OFICIAL DEPARTAMENTAL;AGUACHICA;CESAR;20;77;14;19;77;13;14;74;11;11;74;-A1;9;12;76;1;13;11;76;5;41.624496
COLOMBIA;F;08/11/1993;ESTUDIANTE;COLOMBIA;CESAR;VALLEDUPAR;Soltero;Bachiller acadÇmico;2014;Primer semestre;No sigue el sistema de crÇditos;No pag¢ matr°cula;No;No;No;No;;Es habitual o permanente;No;Ninguna;Primaria incompleta;Primaria incompleta;Otra actividad u ocupaci¢n;Otra actividad u ocupaci¢n;Estrato 1;Nivel 1;Tres;Dos;Cemento, gravilla, ladrillo;No;No;No;Si;No;No;Si;Si;Si;Si;No;Entre 1 y menos de 2 SMLV;Si, pr†ctica obligatoria del programa de estudios;SERVICIO NACIONAL DE APRENDIZAJE-SENA;TECNOLOG÷A EN CONTROL AMBIENTAL;TECNOLOGICO EN INGENIER÷A, INDUSTRIA Y MINAS;VALLEDUPAR;CESAR;TECNOLOG÷A;DISTANCIA;INGENIERIA AMBIENTAL, SANITARIA Y AFINES;BOGOTµ, D.C.;BOGOTA;INSTITUCI‡N TECNOL‡GICA;OFICIAL NACIONAL;VALLEDUPAR;CESAR;20;80;17;14;89;30;29;75;12;13;84;-A1;24;23;95;2;38;42;85;16;37.105999
COLOMBIA;F;16/09/1984;ESTUDIANTE;COLOMBIA;BOLIVAR;CARTAGENA DE INDIAS;Soltero;Bachiller tÇcnico;2003;Segundo semestre;No sigue el sistema de crÇditos;No pag¢ matr°cula;No;No;No;No;4;Es habitual o permanente;No;Una;Ninguno;Primaria completa;Trabajador por cuenta propia;Hogar;Estrato 1;Nivel 1;Nueve;Cuatro;Madera burda, tabla, tabl¢n;Si;Si;Si;Si;No;No;No;Si;Si;Si;Si;Menos de 1 SMLV;Si, pr†ctica obligatoria del programa de estudios;SERVICIO NACIONAL DE APRENDIZAJE-SENA;TECNOLOG÷A EN GESTI‡N ADMINISTRATIVA;TECNOLOGICO EN ADMINISTRACI‡N Y TURISMO;CARTAGENA DE INDIAS;BOLIVAR;TECNOLOG÷A;DISTANCIA;ADMINISTRACION;BOGOTµ, D.C.;BOGOTA;INSTITUCI‡N TECNOL‡GICA;OFICIAL NACIONAL;CARTAGENA DE INDIAS;BOLIVAR;13;94;39;41;85;23;23;95;39;38;74;-A1;9;9;103;2;50;48;90;26;51.107735
COLOMBIA;F;12/06/1996;ESTUDIANTE;COLOMBIA;BOGOTA;BOGOTµ, D.C.;Soltero;Bachiller acadÇmico;2013;Segundo semestre;No sigue el sistema de crÇditos;No pag¢ matr°cula;No;No;No;No;3;Es habitual o permanente;No;Una;Ninguno;TÇcnica o tecnol¢gica incompleta;Director o Gerente General;Empleado obrero u operario;Estrato 2;Nivel 3;Seis;Tres;Madera pulida, baldosa, tableta, m†rmol, alfombra;Si;Si;Si;Si;Si;No;No;Si;Si;Si;Si;Entre 1 y menos de 2 SMLV;Si, pr†ctica obligatoria del programa de estudios;SERVICIO NACIONAL DE APRENDIZAJE-SENA;TECNOLOG÷A EN SALUD OCUPACIONAL;TECNOLOGICO EN SALUD;BOGOTµ, D.C.;BOGOTA;TECNOLOG÷A;PRESENCIAL;SALUD PUBLICA;BOGOTµ, D.C.;BOGOTA;INSTITUCI‡N TECNOL‡GICA;OFICIAL NACIONAL;BOGOTµ, D.C.;BOGOTA;11;123;87;91;111;71;74;102;53;54;101;A1;57;67;84;2;21;18;104;62;56.444149
COLOMBIA;M;08/09/1989;ESTUDIANTE;COLOMBIA;BOGOTA;BOGOTµ, D.C.;Soltero;Bachiller acadÇmico;2008;Segundo semestre;No sigue el sistema de crÇditos;No pag¢ matr°cula;No;No;No;No;6;Es habitual o permanente;No;Una;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Empleado de nivel tÇcnico o profesional;Hogar;Estrato 3;Nivel 3;Cuatro;Dos;Madera burda, tabla, tabl¢n;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;Si;Menos de 1 SMLV;No;SERVICIO NACIONAL DE APRENDIZAJE-SENA;TECNOLOG÷A EN DISE•O, IMPLEMENTACI‡N Y MANTENIMIENTO DE SISTEMAS DE TELECOMUNICACIONES;TECNOLOGICO EN TIC;BOGOTµ, D.C.;BOGOTA;TECNOLOG÷A;DISTANCIA;SIN CLASIFICAR;BOGOTµ, D.C.;BOGOTA;INSTITUCI‡N TECNOL‡GICA;OFICIAL NACIONAL;BOGOTµ, D.C.;BOGOTA;11;121;85;79;106;62;57;112;71;68;99;A1;53;40;120;3;84;85;112;80;55.472069
COLOMBIA;F;14/03/1977;ESTUDIANTE;COLOMBIA;BOGOTA;BOGOTµ, D.C.;Casado;Bachiller tÇcnico;1995;Segundo semestre;Entre el 81% y el 90%;No pag¢ matr°cula;No;No;No;No;3;Es habitual o permanente;No;Una;Primaria incompleta;Primaria incompleta;Empleado de nivel auxiliar o administrativo;Directivo;Estrato 3;No est† clasificada por el SISBEN;Tres;Uno;Madera pulida, baldosa, tableta, m†rmol, alfombra;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Entre 3 y menos de 5 SMLV;No;SERVICIO NACIONAL DE APRENDIZAJE-SENA;TECNOLOG÷A EN GESTI‡N DOCUMENTAL;TECNOLOGICO EN ADMINISTRACI‡N Y TURISMO;BOGOTµ, D.C.;BOGOTA;TECNOLOG÷A;DISTANCIA;BIBLIOTECOLOGIA, OTROS DE CIENCIAS SOCIALES Y HUMANAS;BOGOTµ, D.C.;BOGOTA;INSTITUCI‡N TECNOL‡GICA;OFICIAL NACIONAL;BOGOTµ, D.C.;BOGOTA;11;61;3;3;85;23;23;107;62;61;129;B1;91;92;113;3;73;71;99;49;57.553577
COLOMBIA;F;03/03/1992;ESTUDIANTE;COLOMBIA;RISARALDA;PUEBLO RICO;Soltero;Bachiller tÇcnico;2011;Segundo semestre;M†s del 90%;No pag¢ matr°cula;No;No;No;No;5;Es habitual o permanente;Si;Dos;Educaci¢n profesional completa;Secundaria (Bachillerato) completa;Empleado de nivel tÇcnico o profesional;Directivo;Estrato 1;Nivel 1;Tres;Dos;Cemento, gravilla, ladrillo;No;Si;Si;No;No;No;No;Si;Si;Si;No;Menos de 1 SMLV;No;SERVICIO NACIONAL DE APRENDIZAJE-SENA;TECNOLOG÷A EN ANALISIS Y DESARROLLO DE SISTEMAS DE INFORMACION;TECNOLOGICO EN TIC;DOSQUEBRADAS;RISARALDA;TECNOLOG÷A;DISTANCIA;INGENIERIA DE SISTEMAS, TELEMATICA Y AFINES;BOGOTµ, D.C.;BOGOTA;INSTITUCI‡N TECNOL‡GICA;OFICIAL NACIONAL;PEREIRA;RISARALDA;66;61;3;2;79;15;13;75;12;12;77;-A1;13;9;94;2;35;39;77;6;42.751099
COLOMBIA;F;01/12/1995;ESTUDIANTE;COLOMBIA;TOLIMA;IBAGUê;Soltero;Bachiller tÇcnico;2012;Segundo semestre;Entre el 81% y el 90%;Entre 1 mill¢n y menos de 3 millones;No;No;No;No;7;Es habitual o permanente;No;Ninguna;TÇcnica o tecnol¢gica completa;Secundaria (Bachillerato) completa;Trabajador por cuenta propia;Trabajador por cuenta propia;Estrato 1;Nivel 2;Cuatro;Dos;Cemento, gravilla, ladrillo;Si;No;Si;Si;No;No;No;No;Si;Si;Si;Entre 2 y menos de 3 SMLV;Si, para contribuir a pagar su matr°cula y/o los gastos del hogar;CORPORACION UNIFICADA NACIONAL DE EDUCACION SUPERIOR-CUN-BOGOTµ D.C.;TECNICA PROFESIONAL EN COMUNICACION Y RELACIONES PUBLICAS;TECNICO EN ARTES - DISE•O - COMUNICACI‡N;IBAGUê;TOLIMA;TêCNICO PROFESIONAL;PRESENCIAL;COMUNICACI‡N SOCIAL, PERIODISMO Y AFINES;BOGOTµ, D.C.;BOGOTA;TêCNICA PROFESIONAL;NO OFICIAL - CORPORACI‡N;IBAGUê;TOLIMA;73;81;18;15;90;32;21;92;34;30;121;A2;85;65;86;2;24;21;94;36;51.32243
COLOMBIA;M;07/03/1996;ESTUDIANTE;COLOMBIA;ANTIOQUIA;BELLO;Uni¢n libre;Bachiller acadÇmico;2014;Segundo semestre;No sigue el sistema de crÇditos;No pag¢ matr°cula;No;No;No;No;2;Es habitual o permanente;No;Dos;Secundaria (Bachillerato) incompleta;Primaria completa;Trabajador por cuenta propia;Hogar;Estrato 2;Nivel 1;Cuatro;Tres;Madera pulida, baldosa, tableta, m†rmol, alfombra;No;No;Si;Si;No;No;No;Si;Si;Si;Si;Menos de 1 SMLV;No;SERVICIO NACIONAL DE APRENDIZAJE-SENA;TECNOLOG÷A EN DISE•O, IMPLEMENTACI‡N Y MANTENIMIENTO DE SISTEMAS DE TELECOMUNICACIONES;TECNOLOGICO EN TIC;MEDELL÷N;ANTIOQUIA;TECNOLOG÷A;DISTANCIA;SIN CLASIFICAR;BOGOTµ, D.C.;BOGOTA;INSTITUCI‡N TECNOL‡GICA;OFICIAL NACIONAL;BELLO;ANTIOQUIA;5;108;65;55;84;22;19;82;19;19;84;-A1;24;16;122;4;88;89;96;41;46.041161
COLOMBIA;F;24/12/1994;ESTUDIANTE;COLOMBIA;META;VILLAVICENCIO;Soltero;Bachiller tÇcnico;2013;Segundo semestre;M†s del 90%;No pag¢ matr°cula;No;No;No;No;4;Es temporal por razones de estudio u otra raz¢n;No;Una;Ninguno;Primaria completa;Otra actividad u ocupaci¢n;Peque§o empresario;Estrato 1;Nivel 1;Dos;Tres;Cemento, gravilla, ladrillo;No;No;Si;No;No;No;No;No;Si;Si;No;Menos de 1 SMLV;Si, pr†ctica obligatoria del programa de estudios;SERVICIO NACIONAL DE APRENDIZAJE-SENA;TECNOLOG÷A EN GESTI‡N DE EMPRESAS AGROPECUARIAS;TECNOLOGICO EN CIENCIAS AGROPECUARIAS;VILLAVICENCIO;META;TECNOLOG÷A;DISTANCIA;AGRONOMIA;BOGOTµ, D.C.;BOGOTA;INSTITUCI‡N TECNOL‡GICA;OFICIAL NACIONAL;VILLAVICENCIO;META;50;107;63;75;111;71;81;130;94;97;118;A2;82;92;109;3;65;74;115;85;34.547379
